id,rank,title_cn,title_en,rating,rating_count,director,actors,summary,detail_url,release_year,runtime,genre,imdb_rating,poster_path,created_at
1,1,肖申克的救赎,The Shawshank Redemption,9.7,3285673,弗兰克·德拉邦特 Frank Darabont   主演: 蒂姆·罗宾斯 Tim Robbins /...,导演: 弗兰克·德拉邦特 Frank Darabont   蒂姆·罗宾斯 Tim Robbins /...,希望让人自由。,https://movie.douban.com/subject/1292052/,1994,142分钟,剧情 / 犯罪,1.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\001_肖申克的救赎.jpg,2026-05-13 14:52:19
2,2,霸王别姬,,9.6,2424174,陈凯歌 Kaige Chen   主演: 张国荣 Leslie Cheung / 张丰毅 Fengyi Zha...,导演: 陈凯歌 Kaige Chen   张国荣 Leslie Cheung / 张丰毅 Fengyi Zha...,风华绝代。,https://movie.douban.com/subject/1291546/,1993,171分钟,剧情 / 爱情 / 同性,2.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\002_霸王别姬.jpg,2026-05-13 14:52:19
3,3,泰坦尼克号,Titanic,9.5,2499477,詹姆斯·卡梅隆 James Cameron   主演: 莱昂纳多·迪卡普里奥 Leonardo...,导演: 詹姆斯·卡梅隆 James Cameron   莱昂纳多·迪卡普里奥 Leonardo...,失去的才是永恒的。,https://movie.douban.com/subject/1292722/,1998,194分钟,剧情 / 爱情 / 灾难,8.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\003_泰坦尼克号.jpg,2026-05-13 14:52:19
4,4,阿甘正传,Forrest Gump,9.5,2431196,罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...,导演: 罗伯特·泽米吉斯 Robert Zemeckis   汤姆·汉克斯 Tom Hanks / ...,一部美国近现代史。,https://movie.douban.com/subject/1292720/,1994,142分钟,剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\004_阿甘正传.jpg,2026-05-13 14:52:19
5,5,千与千寻,千と千尋の神隠し,9.4,2537891,宫崎骏 Hayao Miyazaki   主演: 柊瑠美 Rumi Hîragi / 入野自由 Miy...,导演: 宫崎骏 Hayao Miyazaki   柊瑠美 Rumi Hîragi / 入野自由 Miy...,最好的宫崎骏，最好的久石让。,https://movie.douban.com/subject/1291561/,2019,125分钟,剧情 / 动画 / 奇幻,9.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\005_千与千寻.jpg,2026-05-13 14:52:19
6,6,美丽人生,La vita è bella,9.5,1482849,罗伯托·贝尼尼 Roberto Benigni   主演: 罗伯托·贝尼尼 Roberto Beni...,导演: 罗伯托·贝尼尼 Roberto Benigni   罗伯托·贝尼尼 Roberto Beni...,最美的谎言。,https://movie.douban.com/subject/1292063/,2020,116分钟(国际版),剧情 / 喜剧 / 爱情 / 战争,9.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\006_美丽人生.jpg,2026-05-13 14:52:19
7,7,星际穿越,Interstellar,9.4,2184816,克里斯托弗·诺兰 Christopher Nolan   主演: 马修·麦康纳 Matthew Mc...,导演: 克里斯托弗·诺兰 Christopher Nolan   马修·麦康纳 Matthew Mc...,爱是一种力量，让我们超越时空感知它的存在。,https://movie.douban.com/subject/1889243/,2014,169分钟,剧情 / 科幻 / 冒险,2.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\007_星际穿越.jpg,2026-05-13 14:52:19
8,8,这个杀手不太冷,Léon,9.4,2553116,吕克·贝松 Luc Besson   主演: 让·雷诺 Jean Reno / 娜塔莉·波特曼 ...,导演: 吕克·贝松 Luc Besson   让·雷诺 Jean Reno / 娜塔莉·波特曼 ...,怪蜀黍和小萝莉不得不说的故事。,https://movie.douban.com/subject/1295644/,2024,133分钟(中国大陆),剧情 / 动作 / 犯罪,3.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\008_这个杀手不太冷.jpg,2026-05-13 14:52:19
9,9,盗梦空间,Inception,9.4,2326335,克里斯托弗·诺兰 Christopher Nolan   主演: 莱昂纳多·迪卡普里奥 Le...,导演: 克里斯托弗·诺兰 Christopher Nolan   莱昂纳多·迪卡普里奥 Le...,诺兰给了我们一场无法盗取的梦。,https://movie.douban.com/subject/3541415/,2010,148分钟,剧情 / 科幻 / 悬疑 / 冒险,6.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\009_盗梦空间.jpg,2026-05-13 14:52:19
10,10,楚门的世界,The Truman Show,9.4,2020194,彼得·威尔 Peter Weir   主演: 金·凯瑞 Jim Carrey / 劳拉·琳妮 Lau...,导演: 彼得·威尔 Peter Weir   金·凯瑞 Jim Carrey / 劳拉·琳妮 Lau...,如果再也不能见到你，祝你早安，午安，晚安。,https://movie.douban.com/subject/1292064/,1998,103分钟,剧情 / 科幻,2.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\010_楚门的世界.jpg,2026-05-13 14:52:19
11,11,辛德勒的名单,Schindler's List,9.5,1247624,史蒂文·斯皮尔伯格 Steven Spielberg   主演: 连姆·尼森 Liam Neeson...,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   连姆·尼森 Liam Neeson...,拯救一个人，就是拯救整个世界。,https://movie.douban.com/subject/1295124/,1993,195分钟,剧情 / 历史 / 战争,2.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\011_辛德勒的名单.jpg,2026-05-13 14:52:19
12,12,忠犬八公的故事,Hachi: A Dog's Tale,9.4,1543769,莱塞·霍尔斯道姆 Lasse Hallström   主演: 理查·基尔 Richard Ger...,导演: 莱塞·霍尔斯道姆 Lasse Hallström   理查·基尔 Richard Ger...,永远都不能忘记你所爱的人。,https://movie.douban.com/subject/3011091/,2009,93分钟,剧情,2.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\012_忠犬八公的故事.jpg,2026-05-13 14:52:19
13,13,海上钢琴师,La leggenda del pianista sull'oceano,9.3,1880213,朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 蒂姆·罗斯 Tim Roth / ...,导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   蒂姆·罗斯 Tim Roth / ...,每个人都要走一条自己坚定了的路，就算是粉身碎骨。,https://movie.douban.com/subject/1292001/,2019,120分钟(国际版),剧情 / 音乐,1.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\013_海上钢琴师.jpg,2026-05-13 14:52:19
14,14,疯狂动物城,Zootopia,9.3,2321183,拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore   主演: 金妮弗·...,导演: 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore   金妮弗·...,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。,https://movie.douban.com/subject/25662329/,2016,109分钟(中国大陆),喜剧 / 动画 / 冒险,6.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\014_疯狂动物城.jpg,2026-05-13 14:52:19
15,15,三傻大闹宝莱坞,3 Idiots,9.2,2079297,拉库马·希拉尼 Rajkumar Hirani   主演: 阿米尔·汗 Aamir Khan / 卡...,导演: 拉库马·希拉尼 Rajkumar Hirani   阿米尔·汗 Aamir Khan / 卡...,英俊版憨豆，高情商版谢耳朵。,https://movie.douban.com/subject/3793023/,2011,171分钟(印度),剧情 / 喜剧 / 爱情 / 歌舞,3.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\015_三傻大闹宝莱坞.jpg,2026-05-13 14:52:19
16,16,机器人总动员,WALL·E,9.3,1494171,安德鲁·斯坦顿 Andrew Stanton   主演: 本·贝尔特 Ben Burtt / 艾丽...,导演: 安德鲁·斯坦顿 Andrew Stanton   本·贝尔特 Ben Burtt / 艾丽...,小瓦力，大人生。,https://movie.douban.com/subject/2131459/,2008,98分钟,科幻 / 动画 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\016_机器人总动员.jpg,2026-05-13 14:52:19
17,17,放牛班的春天,Les choristes,9.3,1474466,克里斯托夫·巴拉蒂 Christophe Barratier   主演: 让-巴蒂斯特·莫尼...,导演: 克里斯托夫·巴拉蒂 Christophe Barratier   让-巴蒂斯特·莫尼...,天籁一般的童声，是最接近上帝的存在。,https://movie.douban.com/subject/1291549/,2004,97分钟,剧情 / 音乐,4.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\017_放牛班的春天.jpg,2026-05-13 14:52:19
18,18,无间道,無間道,9.3,1566018,刘伟强 / 麦兆辉   主演: 刘德华 Andy Lau / 梁朝伟 Tony Leung Chiu W...,导演: 刘伟强 / 麦兆辉   刘德华 Andy Lau / 梁朝伟 Tony Leung Chiu W...,香港电影史上永不过时的杰作。,https://movie.douban.com/subject/1307914/,2003,101分钟,剧情 / 惊悚 / 犯罪,4.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\018_无间道.jpg,2026-05-13 14:52:19
19,19,控方证人,Witness for the Prosecution,9.6,744078,比利·怀尔德 Billy Wilder   主演: 泰隆·鲍华 Tyrone Power / 玛琳·...,导演: 比利·怀尔德 Billy Wilder   泰隆·鲍华 Tyrone Power / 玛琳·...,比利·怀德满分作品。,https://movie.douban.com/subject/1296141/,2025,116分钟,剧情 / 悬疑 / 惊悚 / 犯罪,1.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\019_控方证人.jpg,2026-05-13 14:52:19
20,20,寻梦环游记,Coco,9.1,1990603,李·昂克里奇 Lee Unkrich / 阿德里安·莫利纳 Adrian Molina   主演: ...,导演: 李·昂克里奇 Lee Unkrich / 阿德里安·莫利纳 Adrian Molina   ...,死亡不是真的逝去，遗忘才是永恒的消亡。,https://movie.douban.com/subject/20495023/,2017,105分钟,喜剧 / 动画 / 音乐 / 奇幻,7.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\020_寻梦环游记.jpg,2026-05-13 14:52:19
21,21,大话西游之大圣娶亲,西遊記大結局之仙履奇緣,9.2,1710335,刘镇伟 Jeffrey Lau   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng...,导演: 刘镇伟 Jeffrey Lau   周星驰 Stephen Chow / 吴孟达 Man Tat Ng...,一生所爱。,https://movie.douban.com/subject/1292213/,2014,95分钟,喜剧 / 爱情 / 奇幻 / 古装,6.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\021_大话西游之大圣娶亲.jpg,2026-05-13 14:52:19
22,22,熔炉,도가니,9.3,1036641,黄东赫 Dong-hyuk Hwang   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung /...,导演: 黄东赫 Dong-hyuk Hwang   孔侑 Yoo Gong / 郑有美 Yu-mi Jung /...,我们一路奋战不是为了改变世界，而是为了不让世界改变我们。,https://movie.douban.com/subject/5912992/,2011,125分钟,剧情,9.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\022_熔炉.jpg,2026-05-13 14:52:19
23,23,触不可及,Intouchables,9.3,1296725,奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano   主...,,满满温情的高雅喜剧。,https://movie.douban.com/subject/6786002/,2011,112分钟,剧情 / 喜剧,4.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\023_触不可及.jpg,2026-05-13 14:52:19
24,24,教父,The Godfather,9.3,1108071,弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 马龙·白兰度 M...,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   马龙·白兰度 M...,千万不要记恨你的对手，这样会让你失去理智。,https://movie.douban.com/subject/1291841/,1972,175 分钟,剧情 / 犯罪,6.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\024_教父.jpg,2026-05-13 14:52:19
25,25,末代皇帝,The Last Emperor,9.3,1029737,贝纳尔多·贝托鲁奇 Bernardo Bertolucci   主演: 尊龙 John Lone / 陈...,导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci   尊龙 John Lone / 陈...,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,https://movie.douban.com/subject/1293172/,1987,163分钟,剧情 / 传记 / 历史,9.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\025_末代皇帝.jpg,2026-05-13 14:52:19
26,26,哈利·波特与魔法石,Harry Potter and the Sorcerer's Stone,9.2,1424110,Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint,导演: Chris Columbus   Daniel Radcliffe / Emma Watson / Rupert Grint,童话世界的开端。,https://movie.douban.com/subject/1295038/,2002,152分钟,奇幻 / 冒险,7.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\026_哈利·波特与魔法石.jpg,2026-05-13 14:52:19
27,27,当幸福来敲门,The Pursuit of Happyness,9.1,1689041,加布里尔·穆奇诺 Gabriele Muccino   主演: 威尔·史密斯 Will Smith ...,导演: 加布里尔·穆奇诺 Gabriele Muccino   威尔·史密斯 Will Smith ...,平民励志片。,https://movie.douban.com/subject/1849031/,2008,117分钟,剧情 / 家庭 / 传记,1.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\027_当幸福来敲门.jpg,2026-05-13 14:52:19
28,28,龙猫,となりのトトロ,9.2,1412238,宫崎骏 Hayao Miyazaki   主演: 日高法子 Noriko Hidaka / 坂本千夏 Ch...,导演: 宫崎骏 Hayao Miyazaki   日高法子 Noriko Hidaka / 坂本千夏 Ch...,人人心中都有个龙猫，童年就永远不会消失。,https://movie.douban.com/subject/1291560/,2018,86分钟,动画 / 奇幻 / 冒险,3.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\028_龙猫.jpg,2026-05-13 14:52:19
29,29,活着,,9.3,971122,张艺谋 Yimou Zhang   主演: 葛优 You Ge / 巩俐 Li Gong / 姜武 Wu Jiang,导演: 张艺谋 Yimou Zhang   葛优 You Ge / 巩俐 Li Gong / 姜武 Wu Jiang,张艺谋最好的电影。,https://movie.douban.com/subject/1292365/,1994,132分钟,剧情 / 家庭 / 历史,1.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\029_活着.jpg,2026-05-13 14:52:19
30,30,怦然心动,Flipped,9.1,2052584,罗伯·莱纳 Rob Reiner   主演: 玛德琳·卡罗尔 Madeline Carroll / 卡...,导演: 罗伯·莱纳 Rob Reiner   玛德琳·卡罗尔 Madeline Carroll / 卡...,真正的幸福是来自内心深处。,https://movie.douban.com/subject/3319755/,2010,90分钟,剧情 / 喜剧 / 爱情,7.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\030_怦然心动.jpg,2026-05-13 14:52:19
31,31,蝙蝠侠：黑暗骑士,The Dark Knight,9.2,1193716,克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...,导演: 克里斯托弗·诺兰 Christopher Nolan   克里斯蒂安·贝尔 Christ...,无尽的黑暗。,https://movie.douban.com/subject/1851857/,2008,152分钟,剧情 / 动作 / 科幻 / 惊悚 / 犯罪,9.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\031_蝙蝠侠：黑暗骑士.jpg,2026-05-13 14:52:19
32,32,指环王3：王者无敌,The Lord of the Rings: The Return of the King,9.3,911416,彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...,导演: 彼得·杰克逊 Peter Jackson   伊利亚·伍德 Elijah Wood / 西恩...,史诗的终章。,https://movie.douban.com/subject/1291552/,2004,201分钟,剧情 / 动作 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\032_指环王3：王者无敌.jpg,2026-05-13 14:52:19
33,33,我不是药神,,9.0,2352184,文牧野 Muye Wen   主演: 徐峥 Zheng Xu / 王传君 Chuanjun Wang / 周...,导演: 文牧野 Muye Wen   徐峥 Zheng Xu / 王传君 Chuanjun Wang / 周...,对我们国家而言，这样的电影多一部是一部。,https://movie.douban.com/subject/26752088/,2018,117分钟,剧情 / 喜剧,6.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\033_我不是药神.jpg,2026-05-13 14:52:19
34,34,乱世佳人,Gone with the Wind,9.3,796413,维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor   主演: 费...,导演: 维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor   费...,Tomorrow is another day.,https://movie.douban.com/subject/1300267/,1939,233分钟,剧情 / 爱情 / 历史 / 战争,1.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\034_乱世佳人.jpg,2026-05-13 14:52:19
35,35,飞屋环游记,Up,9.1,1502181,彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson   主演: 爱德...,导演: 彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson   爱德...,最后那些最无聊的事情，才是最值得怀念的。,https://movie.douban.com/subject/2129039/,2009,96分钟,剧情 / 喜剧 / 动画 / 冒险,3.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\035_飞屋环游记.jpg,2026-05-13 14:52:19
36,36,让子弹飞,,9.0,1921901,姜文 Wen Jiang   主演: 姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...,导演: 姜文 Wen Jiang   姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...,你给我翻译翻译，神马叫做TMD的惊喜。,https://movie.douban.com/subject/3742360/,2010,132分钟,剧情 / 喜剧 / 动作 / 西部,7.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\036_让子弹飞.jpg,2026-05-13 14:52:19
37,37,哈尔的移动城堡,ハウルの動く城,9.1,1292779,宫崎骏 Hayao Miyazaki   主演: 倍赏千惠子 Chieko Baishô / 木村拓...,导演: 宫崎骏 Hayao Miyazaki   倍赏千惠子 Chieko Baishô / 木村拓...,带着心爱的人在天空飞翔。,https://movie.douban.com/subject/1308807/,2024,119分钟,爱情 / 动画 / 奇幻 / 冒险,9.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\037_哈尔的移动城堡.jpg,2026-05-13 14:52:19
38,38,十二怒汉,12 Angry Men,9.4,579777,西德尼·吕美特 Sidney Lumet   主演: 亨利·方达 Henry Fonda / 马丁...,导演: 西德尼·吕美特 Sidney Lumet   亨利·方达 Henry Fonda / 马丁...,1957年的理想主义。,https://movie.douban.com/subject/1293182/,1957,96分钟,剧情,3.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\038_十二怒汉.jpg,2026-05-13 14:52:19
39,39,海蒂和爷爷,Heidi,9.3,783176,阿兰·葛斯彭纳 Alain Gsponer   主演: 阿努克·斯特芬 Anuk Steffen /...,导演: 阿兰·葛斯彭纳 Alain Gsponer   阿努克·斯特芬 Anuk Steffen /...,如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。,https://movie.douban.com/subject/25958717/,2019,111分钟,剧情 / 家庭 / 冒险,2.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\039_海蒂和爷爷.jpg,2026-05-13 14:52:19
40,40,素媛,소원,9.3,777018,李濬益 Jun-ik Lee   主演: 薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...,导演: 李濬益 Jun-ik Lee   薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,https://movie.douban.com/subject/21937452/,2013,122分钟,剧情,4.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\040_素媛.jpg,2026-05-13 14:52:19
41,41,猫鼠游戏,Catch Me If You Can,9.1,1212666,史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   莱昂纳多·迪卡普里奥 L...,骗子大师和执著警探的你追我跑故事。,https://movie.douban.com/subject/1305487/,2003,141 分钟,剧情 / 传记 / 犯罪,4.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\041_猫鼠游戏.jpg,2026-05-13 14:52:19
42,42,天空之城,天空の城ラピュタ,9.2,1010205,宫崎骏 Hayao Miyazaki   主演: 田中真弓 Mayumi Tanaka / 横泽启子 Ke...,导演: 宫崎骏 Hayao Miyazaki   田中真弓 Mayumi Tanaka / 横泽启子 Ke...,对天空的追逐，永不停止。,https://movie.douban.com/subject/1291583/,1992,125分钟,动画 / 奇幻 / 冒险,7.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\042_天空之城.jpg,2026-05-13 14:52:19
43,43,鬼子来了,,9.3,716093,姜文 Wen Jiang   主演: 姜文 Wen Jiang / 香川照之 Teruyuki Kagawa /...,导演: 姜文 Wen Jiang   姜文 Wen Jiang / 香川照之 Teruyuki Kagawa /...,对敌人的仁慈，就是对自己残忍。,https://movie.douban.com/subject/1291858/,2000,139分钟,剧情 / 喜剧,9.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\043_鬼子来了.jpg,2026-05-13 14:52:19
44,44,摔跤吧！爸爸,Dangal,9.0,1747074,涅提·蒂瓦里 Nitesh Tiwari   主演: 阿米尔·汗 Aamir Khan / 法缇玛...,导演: 涅提·蒂瓦里 Nitesh Tiwari   阿米尔·汗 Aamir Khan / 法缇玛...,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。,https://movie.douban.com/subject/26387939/,2017,161分钟(印度),剧情 / 家庭 / 传记 / 运动,2.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\044_摔跤吧！爸爸.jpg,2026-05-13 14:52:19
45,45,少年派的奇幻漂流,Life of Pi,9.1,1491003,李安 Ang Lee   主演: 苏拉·沙玛 Suraj Sharma / 伊尔凡·可汗 Irrfan...,导演: 李安 Ang Lee   苏拉·沙玛 Suraj Sharma / 伊尔凡·可汗 Irrfan...,瑰丽壮观、无人能及的冒险之旅。,https://movie.douban.com/subject/1929463/,2012,127分钟,剧情 / 奇幻 / 冒险,6.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\045_少年派的奇幻漂流.jpg,2026-05-13 14:52:19
46,46,钢琴家,The Pianist,9.3,751192,罗曼·波兰斯基 Roman Polanski   主演: 艾德里安·布洛迪 Adrien Brod...,导演: 罗曼·波兰斯基 Roman Polanski   艾德里安·布洛迪 Adrien Brod...,,https://movie.douban.com/subject/1296736/,2002,149分钟,剧情 / 音乐 / 传记 / 战争,4.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\046_钢琴家.jpg,2026-05-13 14:52:19
47,47,指环王2：双塔奇兵,The Lord of the Rings: The Two Towers,9.2,858388,彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...,导演: 彼得·杰克逊 Peter Jackson   伊利亚·伍德 Elijah Wood / 西恩...,承前启后的史诗篇章。,https://movie.douban.com/subject/1291572/,2003,180分钟,剧情 / 动作 / 奇幻 / 冒险,1.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\047_指环王2：双塔奇兵.jpg,2026-05-13 14:52:19
48,48,死亡诗社,Dead Poets Society,9.2,885009,彼得·威尔 Peter Weir   主演: 罗宾·威廉姆斯 Robin Williams / 罗伯...,导演: 彼得·威尔 Peter Weir   罗宾·威廉姆斯 Robin Williams / 罗伯...,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。,https://movie.douban.com/subject/1291548/,1989,128 分钟,剧情,5.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\048_死亡诗社.jpg,2026-05-13 14:52:19
