id,rank,title_cn,title_en,rating,rating_count,director,actors,summary,detail_url,release_year,runtime,genre,imdb_rating,poster_path,created_at
99,99,七宗罪,Se7en,8.8,1065431,大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...,导演: 大卫·芬奇 David Fincher   摩根·弗里曼 Morgan Freeman / 布...,,https://movie.douban.com/subject/1292223/,1995,127分钟,剧情 / 悬疑 / 惊悚 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\099_七宗罪.jpg,2026-05-13 14:52:20
100,100,唐伯虎点秋香,唐伯虎點秋香,8.8,1228203,李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...,导演: 李力持 Lik-Chi Lee   周星驰 Stephen Chow / 巩俐 Li Gong / 陈...,,https://movie.douban.com/subject/1306249/,1993,102 分钟,喜剧 / 爱情 / 古装,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\100_唐伯虎点秋香.jpg,2026-05-13 14:52:20
101,101,狩猎,Jagten,9.1,472682,托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...,导演: 托马斯·温特伯格 Thomas Vinterberg   麦斯·米科尔森 Mads Mik...,人言可畏。,https://movie.douban.com/subject/6985810/,2012,115分钟,剧情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\101_狩猎.jpg,2026-05-13 14:52:20
102,102,幽灵公主,もののけ姫,8.9,672110,宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...,导演: 宫崎骏 Hayao Miyazaki   松田洋治 Yôji Matsuda / 石田百合...,,https://movie.douban.com/subject/1297359/,2025,134分钟,动画 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\102_幽灵公主.jpg,2026-05-13 14:52:20
103,103,甜蜜蜜,,8.9,676519,陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...,导演: 陈可辛 Peter Chan   黎明 Leon Lai / 张曼玉 Maggie Cheung / ...,,https://movie.douban.com/subject/1305164/,2015,118分钟(中国大陆),剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\103_甜蜜蜜.jpg,2026-05-13 14:52:20
104,104,寄生虫,기생충,8.8,1552845,奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 李善均 Seon-gyun...,导演: 奉俊昊 Joon-ho Bong   宋康昊 Kang-ho Song / 李善均 Seon-gyun...,,https://movie.douban.com/subject/27010768/,2019,132分钟,剧情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\104_寄生虫.jpg,2026-05-13 14:52:20
105,105,天书奇谭,,9.2,337116,王树忱 Shuchen Wang / 钱运达 Yunda Qian   主演: 丁建华 Jianhua Din...,导演: 王树忱 Shuchen Wang / 钱运达 Yunda Qian   丁建华 Jianhua Din...,,https://movie.douban.com/subject/1428581/,1983,89分钟,动画 / 奇幻,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\105_天书奇谭.jpg,2026-05-13 14:52:20
106,106,蝙蝠侠：黑暗骑士崛起,The Dark Knight Rises,8.9,816905,克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...,导演: 克里斯托弗·诺兰 Christopher Nolan   克里斯蒂安·贝尔 Christ...,诺兰就是保证。,https://movie.douban.com/subject/3395373/,2012,165分钟,剧情 / 动作 / 科幻 / 惊悚 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\106_蝙蝠侠：黑暗骑士崛起.jpg,2026-05-13 14:52:20
107,107,超能陆战队,Big Hero 6,8.8,1149362,唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...,导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   斯科特...,Balalala~~~,https://movie.douban.com/subject/11026735/,2015,102分钟,喜剧 / 动作 / 科幻 / 动画 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\107_超能陆战队.jpg,2026-05-13 14:52:20
108,108,7号房的礼物,7번방의 선물,8.9,624083,李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,导演: 李焕庆 Hwan-kyeong Lee   柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,《我是山姆》的《美丽人生》。,https://movie.douban.com/subject/10777687/,2013,127分钟,剧情 / 喜剧 / 家庭,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\108_7号房的礼物.jpg,2026-05-13 14:52:20
109,109,茶馆,,9.5,210921,谢添 Tian Xie   主演: 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...,导演: 谢添 Tian Xie   于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...,,https://movie.douban.com/subject/1461403/,1982,118分钟,剧情 / 历史,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\109_茶馆.jpg,2026-05-13 14:52:20
110,110,第六感,The Sixth Sense,8.9,641294,M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...,导演: M·奈特·沙马兰 M. Night Shyamalan   布鲁斯·威利斯 Bruce Wi...,,https://movie.douban.com/subject/1297630/,1999,107分钟,剧情 / 悬疑 / 惊悚,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\110_第六感.jpg,2026-05-13 14:52:20
111,111,爱在黎明破晓前,Before Sunrise,8.8,805304,理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,导演: 理查德·林克莱特 Richard Linklater   伊桑·霍克 Ethan Hawke ...,,https://movie.douban.com/subject/1296339/,1995,101分钟,剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\111_爱在黎明破晓前.jpg,2026-05-13 14:52:20
112,112,爱在日落黄昏时,Before Sunset,8.9,657318,理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,导演: 理查德·林克莱特 Richard Linklater   伊桑·霍克 Ethan Hawke ...,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,https://movie.douban.com/subject/1291990/,2004,80 分钟,剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\112_爱在日落黄昏时.jpg,2026-05-13 14:52:20
113,113,被嫌弃的松子的一生,嫌われ松子の一生,8.8,777327,中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...,导演: 中岛哲也 Tetsuya Nakashima   中谷美纪 Miki Nakatani / 瑛太 E...,以戏谑来戏谑戏谑。,https://movie.douban.com/subject/1787291/,2006,130 分钟,剧情 / 歌舞,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\113_被嫌弃的松子的一生.jpg,2026-05-13 14:52:20
114,114,头脑特工队,Inside Out,8.8,810769,彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...,,愿我们都不用长大，每一座城堡都能永远存在。,https://movie.douban.com/subject/10533913/,2015,95分钟,喜剧 / 动画 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\114_头脑特工队.jpg,2026-05-13 14:52:20
115,115,哈利·波特与火焰杯,Harry Potter and the Goblet of Fire,8.8,805596,迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...,导演: 迈克·内威尔 Mike Newell   丹尼尔·雷德克里夫 Daniel Radclif...,,https://movie.douban.com/subject/1309055/,2005,157分钟,悬疑 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\115_哈利·波特与火焰杯.jpg,2026-05-13 14:52:20
116,116,未麻的部屋,Perfect Blue,9.1,427865,今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...,导演: 今敏 Satoshi Kon   岩男润子 Junko Iwao / 松本梨香 Rica Matsu...,,https://movie.douban.com/subject/1395091/,1997,81分钟,剧情 / 动画 / 悬疑 / 惊悚 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\116_未麻的部屋.jpg,2026-05-13 14:52:20
117,117,重庆森林,重慶森林,8.8,926322,王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...,导演: 王家卫 Kar Wai Wong   林青霞 Brigitte Lin / 金城武 Takeshi K...,,https://movie.douban.com/subject/1291999/,1994,102分钟,剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\117_重庆森林.jpg,2026-05-13 14:52:20
118,118,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,8.9,630295,米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...,导演: 米林宏昌 Hiromasa Yonebayashi   志田未来 Mirai Shida / 神木...,曾经的那段美好会沉淀为一辈子的记忆。,https://movie.douban.com/subject/4202302/,2010,94分钟,动画 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\118_借东西的小人阿莉埃蒂.jpg,2026-05-13 14:52:20
119,119,菊次郎的夏天,菊次郎の夏,8.9,676087,北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...,导演: 北野武 Takeshi Kitano   北野武 Takeshi Kitano / 关口雄介 Yus...,,https://movie.douban.com/subject/1293359/,2020,121分钟,剧情 / 喜剧,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\119_菊次郎的夏天.jpg,2026-05-13 14:52:20
120,120,入殓师,おくりびと,8.9,745075,泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...,导演: 泷田洋二郎 Yôjirô Takita   本木雅弘 Masahiro Motoki / ...,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,https://movie.douban.com/subject/2149806/,2021,130分钟,剧情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\120_入殓师.jpg,2026-05-13 14:52:20
121,121,断背山,Brokeback Mountain,8.8,785636,李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...,导演: 李安 Ang Lee   希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...,每个人心中都有一座断背山。,https://movie.douban.com/subject/1418834/,2005,134分钟,剧情 / 爱情 / 同性 / 家庭,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\121_断背山.jpg,2026-05-13 14:52:20
122,122,剪刀手爱德华,Edward Scissorhands,8.7,1123746,蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·...,导演: 蒂姆·波顿 Tim Burton   约翰尼·德普 Johnny Depp / 薇诺娜·...,,https://movie.douban.com/subject/1292370/,1990,105分钟,剧情 / 爱情 / 奇幻,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\122_剪刀手爱德华.jpg,2026-05-13 14:52:20
123,123,勇敢的心,Braveheart,8.9,607293,梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...,导演: 梅尔·吉布森 Mel Gibson   梅尔·吉布森 Mel Gibson / 苏菲·玛...,,https://movie.douban.com/subject/1294639/,1995,178分钟,剧情 / 动作 / 传记 / 历史 / 战争,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\123_勇敢的心.jpg,2026-05-13 14:52:20
124,124,时空恋旅人,About Time,8.8,797421,理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...,导演: 理查德·柯蒂斯 Richard Curtis   多姆纳尔·格里森 Domhnall Gl...,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,https://movie.douban.com/subject/10577869/,2013,123分钟,喜剧 / 爱情 / 奇幻,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\124_时空恋旅人.jpg,2026-05-13 14:52:20
125,125,驯龙高手,How to Train Your Dragon,8.8,869682,迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...,导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   ...,和谐的生活离不开摸头与被摸头。,https://movie.douban.com/subject/2353023/,2010,98分钟,动画 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\125_驯龙高手.jpg,2026-05-13 14:52:20
126,126,傲慢与偏见,Pride & Prejudice,8.7,942764,乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...,导演: 乔·怀特 Joe Wright   凯拉·奈特莉 Keira Knightley / 马修·...,爱是摈弃傲慢与偏见之后的曙光。,https://movie.douban.com/subject/1418200/,2005,129 分钟,剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\126_傲慢与偏见.jpg,2026-05-13 14:52:20
127,127,消失的爱人,Gone Girl,8.7,1077678,大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...,导演: 大卫·芬奇 David Fincher   本·阿弗莱克 Ben Affleck / 罗莎蒙...,年度最佳date movie。,https://movie.douban.com/subject/21318488/,2014,149分钟,剧情 / 悬疑 / 惊悚 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\127_消失的爱人.jpg,2026-05-13 14:52:20
128,128,无人知晓,誰も知らない,9.1,374449,是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...,导演: 是枝裕和 Hirokazu Koreeda   柳乐优弥 Yûya Yagira / 北浦爱...,我的平常生活就是他人的幸福。,https://movie.douban.com/subject/1292337/,2004,141分钟,剧情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\128_无人知晓.jpg,2026-05-13 14:52:20
129,129,倩女幽魂,,8.8,838726,程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...,导演: 程小东 Siu-Tung Ching   张国荣 Leslie Cheung / 王祖贤 Joey W...,,https://movie.douban.com/subject/1297447/,2011,96分钟,爱情 / 奇幻 / 武侠 / 古装,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\129_倩女幽魂.jpg,2026-05-13 14:52:20
130,130,新世界,신세계,8.9,530991,朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...,导演: 朴勋政 Hoon-jung Park   李政宰 Jung-Jae Lee / 崔岷植 Min-sik...,要做就做得狠一点，这样才能活下去。,https://movie.douban.com/subject/10437779/,2013,135分钟,剧情 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\130_新世界.jpg,2026-05-13 14:52:20
131,131,花样年华,花樣年華,8.8,809832,王家卫 Kar Wai Wong   主演: 张曼玉 Maggie Cheung / 梁朝伟 Tony Leu...,导演: 王家卫 Kar Wai Wong   张曼玉 Maggie Cheung / 梁朝伟 Tony Leu...,,https://movie.douban.com/subject/1291557/,2000,103分钟(导演剪辑版),剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\131_花样年华.jpg,2026-05-13 14:52:20
132,132,玩具总动员3,Toy Story 3,8.9,595741,李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...,导演: 李·昂克里奇 Lee Unkrich   汤姆·汉克斯 Tom Hanks / 蒂姆·艾...,跨度十五年的欢乐与泪水。,https://movie.douban.com/subject/1858711/,2010,103分钟,喜剧 / 动画 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\132_玩具总动员3.jpg,2026-05-13 14:52:20
133,133,一个叫欧维的男人决定去死,En man som heter Ove,8.9,572501,汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...,导演: 汉内斯·赫尔姆 Hannes Holm   罗夫·拉斯加德 Rolf Lassgård...,惠及一生的美丽。,https://movie.douban.com/subject/26628357/,2015,116分钟,剧情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\133_一个叫欧维的男人决定去死.jpg,2026-05-13 14:52:20
134,134,色，戒,,8.7,966624,李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...,导演: 李安 Ang Lee   梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...,假戏真情，爱欲深海,https://movie.douban.com/subject/1828115/,2007,158分钟,剧情 / 爱情 / 情色,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\134_色，戒.jpg,2026-05-13 14:52:20
135,135,完美的世界,A Perfect World,9.1,361701,克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...,导演: 克林特·伊斯特伍德 Clint Eastwood   凯文·科斯特纳 Kevin Cos...,,https://movie.douban.com/subject/1300992/,1993,138分钟,剧情 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\135_完美的世界.jpg,2026-05-13 14:52:20
136,136,怪兽电力公司,"Monsters, Inc.",8.8,773917,彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...,导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   约...,,https://movie.douban.com/subject/1291579/,2001,92分钟,喜剧 / 动画 / 儿童 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\136_怪兽电力公司.jpg,2026-05-13 14:52:20
137,137,阳光灿烂的日子,,8.8,698497,姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,导演: 姜文 Wen Jiang   夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,,https://movie.douban.com/subject/1291875/,1995,134分钟(中国大陆),剧情 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\137_阳光灿烂的日子.jpg,2026-05-13 14:52:20
138,138,教父3,The Godfather: Part III,9.0,434853,弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   阿尔·帕西诺 A...,,https://movie.douban.com/subject/1294240/,1990,162分钟,剧情 / 犯罪,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\138_教父3.jpg,2026-05-13 14:52:20
139,139,小森林 夏秋篇,リトル・フォレスト 夏・秋,9.0,475550,森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,导演: 森淳一 Junichi Mori   桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,那些静得只能听见呼吸的日子里，你明白孤独即生活。,https://movie.douban.com/subject/25814705/,2014,111分钟,剧情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\139_小森林 夏秋篇.jpg,2026-05-13 14:52:20
140,140,天使爱美丽,Le Fabuleux destin d'Amélie Poulain,8.7,1023629,让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...,导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   奥黛丽·塔图 Audrey Tau...,,https://movie.douban.com/subject/1292215/,2001,122分钟,剧情 / 喜剧 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\140_天使爱美丽.jpg,2026-05-13 14:52:20
141,141,侧耳倾听,耳をすませば,8.9,522800,近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...,导演: 近藤喜文 Yoshifumi Kondo   本名阳子 Youko Honna / 小林桂树 K...,,https://movie.douban.com/subject/1297052/,1995,111分钟,剧情 / 爱情 / 动画,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\141_侧耳倾听.jpg,2026-05-13 14:52:20
142,142,哪吒闹海,,9.2,309984,王树忱 Shuchen Wang / 严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ...,导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan   梁正晖 Zhenghui ...,,https://movie.douban.com/subject/1307315/,1979,62分钟,动画 / 奇幻 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\142_哪吒闹海.jpg,2026-05-13 14:52:20
143,143,九品芝麻官,,8.8,798480,王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,导演: 王晶 Jing Wong   周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,,https://movie.douban.com/subject/1297518/,1994,108分钟,剧情 / 喜剧 / 古装,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\143_九品芝麻官.jpg,2026-05-13 14:52:20
144,144,被解救的姜戈,Django Unchained,8.8,696145,昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   杰米·福克斯 Jamie Foxx /...,热血沸腾，那个低俗、性感的无耻混蛋又来了。,https://movie.douban.com/subject/6307447/,2013,163分钟(中国大陆),剧情 / 动作 / 西部 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\144_被解救的姜戈.jpg,2026-05-13 14:52:20
145,145,请以你的名字呼唤我,Call Me by Your Name,8.8,828700,卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...,导演: 卢卡·瓜达尼诺 Luca Guadagnino   艾米·汉莫 Armie Hammer / ...,沉醉在电影的情感和视听氛围中无法自拔。,https://movie.douban.com/subject/26799731/,2017,132分钟,剧情 / 爱情 / 同性,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\145_请以你的名字呼唤我.jpg,2026-05-13 14:52:20
146,146,幸福终点站,The Terminal,8.8,645256,史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   汤姆·汉克斯 Tom Hanks...,有时候幸福需要等一等。,https://movie.douban.com/subject/1292274/,2005,128分钟,剧情 / 喜剧 / 爱情,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\146_幸福终点站.jpg,2026-05-13 14:52:20
147,147,釜山行,부산행,8.6,1356153,延尚昊 Sang-ho Yeon   主演: 孔刘 Yoo Gong / 郑有美 Yu-mi Jung / 马...,导演: 延尚昊 Sang-ho Yeon   孔刘 Yoo Gong / 郑有美 Yu-mi Jung / 马...,揭露人性的丧尸题材力作。,https://movie.douban.com/subject/25986180/,2016,118分钟,动作 / 惊悚 / 灾难,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\147_釜山行.jpg,2026-05-13 14:52:20
148,148,神偷奶爸,Despicable Me,8.7,1050998,皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...,导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   ...,Mr. I Don't Care其实也有Care的时候。,https://movie.douban.com/subject/3287562/,2010,95分钟,喜剧 / 动画 / 冒险,0.0,C:\Users\项玉婷\Desktop\douban-movie-crawler-250\posters\148_神偷奶爸.jpg,2026-05-13 14:52:20
